Animal Name,Chemical,Endpoint Value,Endpoint Description,Range,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type
Anas platyrhynchos,"BORIC ACID, SELENOMETHIONINE",no effect due to added Se,"liver weight, hemoglobin concentrations, hematocrit versus controls",,Both Male and Female,Adult,,14 pairs/treatment,"0, 450 ppm B, 900 ppm B, with 0, 3.5, or 7 ppm Se",TOX-REPRO - reproductive success,prior to and through reproduction (until ducklings were 14 d),diet,Toxicity Factor Datasets
Anas platyrhynchos,"BORIC ACID, SELENOMETHIONINE",no effect due to added Se,"onset of egg laying, eggshell thickness, egg weight, egg fertility, embryo deformities versus controls",,Both Male and Female,Both Adults and Juveniles,,14 pairs/treatment,"0, 450 ppm B, 900 ppm B, with 0, 3.5, or 7 ppm Se",TOX-REPRO - reproductive success,prior to and through reproduction (until ducklings were 14 d),diet,Toxicity Factor Datasets
Anas platyrhynchos,"BORIC ACID, SELENOMETHIONINE",reduced @ 7 ppm Se,hatching success versus controls,,Female,Adult,,14 pairs/treatment,"0, 450 ppm B, 900 ppm B, with 0, 3.5, or 7 ppm Se",TOX-REPRO - reproductive success,prior to and through reproduction (until ducklings were 14 d),diet,Toxicity Factor Datasets
Anas platyrhynchos,"BORIC ACID, SELENOMETHIONINE",decreased @ 900 ppm B,"total SH, liver protein, sorbitol dehyrogenase versus controls",,Both Male and Female,Juvenile,,14 pairs/treatment,"0, 450 ppm B, 900 ppm B, with 0, 3.5, or 7 ppm Se",TOX-REPRO - development,prior to and through reproduction (until ducklings were 14 d),diet,Toxicity Factor Datasets
Anas platyrhynchos,"BORIC ACID, SELENOMETHIONINE",reduced @ 900 ppm B,"body weight and growth at 0, 7,and 14 days post-hatch versus controls",,Both Male and Female,Juvenile,,14 pairs/treatment,"0, 450 ppm B, 900 ppm B, with 0, 3.5, or 7 ppm Se",TOX-REPRO - development,prior to and through reproduction (until ducklings were 14 d),diet,Toxicity Factor Datasets
Anas platyrhynchos,"BORIC ACID, SELENOMETHIONINE",reduced @ 7 ppm Se,body weight and weight gain at 7 and 14 days post-hatch versus 3.5 ppm Se group,,Both Male and Female,Juvenile,,14 pairs/treatment,"0, 450 ppm B, 900 ppm B, with 0, 3.5, or 7 ppm Se",TOX-REPRO - development,prior to and through reproduction (until ducklings were 14 d),diet,Toxicity Factor Datasets
Anas platyrhynchos,"BORIC ACID, SELENOMETHIONINE",increased @ 3.5 ppm Se,survival between 7 and 14 days post-hatch versus controls,,Both Male and Female,Juvenile,,14 pairs/treatment,"0, 450 ppm B, 900 ppm B, with 0, 3.5, or 7 ppm Se",TOX-REPRO - reproductive success,prior to and through reproduction (until ducklings were 14 d),diet,Toxicity Factor Datasets
Anas platyrhynchos,"BORIC ACID, SELENOMETHIONINE",reduced @ 7 ppm,duckling production versus 3.5 ppm Se group,,Both Male and Female,Both Adults and Juveniles,,14 pairs/treatment,"0, 450 ppm B, 900 ppm B, with 0, 3.5, or 7 ppm Se",TOX-REPRO - reproductive success,prior to and through reproduction (until ducklings were 14 d),diet,Toxicity Factor Datasets
Anas platyrhynchos,"BORIC ACID, SELENOMETHIONINE",4.6 (0.18) ppm B @ 450 ppm B; 8.5 (0.34) ppm B @ 900 ppm B; 3.7 (0.16) ppm Se @ 3.5 ppm Se; 6.2 (0.27) ppm Se @ 7 ppm,mean (SE) wet wt concentrations of B and Se in liver,,Both Male and Female,Adult,,14 pairs/treatment,"0, 450 ppm B, 900 ppm B, with 0, 3.5, or 7 ppm Se",TOX-EXP IND - accumulation,prior to and through reproduction (until ducklings were 14 d),diet,Toxicity Factor Datasets
Anas platyrhynchos,"BORIC ACID, SELENOMETHIONINE",6.5 (0.25) ppm B @ 450 ppm B; 11 (0.4) ppm B @ 900 ppm B; 3.5 (0.10) ppm Se @ 3.5 ppm Se; 7.1 (0.28) ppm Se @ 7 ppm,mean (SE) wet wt concentrations of B and Se in egg,,Both Male and Female,Both Adults and Juveniles,,14 pairs/treatment,"0, 450 ppm B, 900 ppm B, with 0, 3.5, or 7 ppm Se",TOX-EXP IND - accumulation,prior to and through reproduction (until ducklings were 14 d),diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,no effect,body weight versus controls,,Male,Adult,,10/ Pb treatment; 20/control treatment,"0, 1.5 (sediment control), 103, 207, 414, 828 ug/g calculated diet concentrations, added as contaminated sediment",TOX-Non-Repro-Sublethal - whole animal,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,reduced @ 828 ug/g,hemoglobin concentrations versus controls,,Male,Adult,,10/ Pb treatment; 20/control treatment,"0, 1.5 (sediment control), 103, 207, 414, 828 ug/g calculated diet concentrations, added as contaminated sediment",TOX-Non-Repro-Sublethal - cellular/biochemical effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,reduced @ all doses,delta aminolevulinic acid dehydratase activity versus controls,,Male,Adult,,10/ Pb treatment; 20/control treatment,"0, 1.5 (sediment control), 103, 207, 414, 828 ug/g calculated diet concentrations, added as contaminated sediment",TOX-Non-Repro-Sublethal - cellular/biochemical effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,"increased @ 414, 828 ug/g",occurrence of intranuclear inclusion bodies in kidneys versus controls,,Male,Adult,,10/ Pb treatment; 20/control treatment,"0, 1.5 (sediment control), 103, 207, 414, 828 ug/g calculated diet concentrations, added as contaminated sediment",TOX-Non-Repro-Sublethal - cellular/biochemical effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,increased @ 828 ug/g,occurrence of lead poisoning signs versus controls,,Male,Adult,,10/ Pb treatment; 20/control treatment,"0, 1.5 (sediment control), 103, 207, 414, 828 ug/g calculated diet concentrations, added as contaminated sediment",TOX-Non-Repro-Sublethal - whole animal,10 wks,diet,Toxicity Factor Datasets
Bubo virginianus,"STRYCHNINE, ZINC PHOSPHIDE",review,"summaries of sublethal effects due to organochlorine, anticholinesterase, anticoagulant, strychnine pesticides",,Not Reported,Not Reported,,,,TOX-Non-Repro-Sublethal - whole animal,,,Toxicity Factor Datasets
,,reduced @ 900 ppm B,duckling production versus controls,,,,,,,TOX-REPRO - reproductive success,,,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,increased @ all doses,protoporphyrin levels in blood versus controls,,Male,Adult,,10/ Pb treatment; 20/control treatment,"0, 1.5 (sediment control), 103, 207, 414, 828 ug/g calculated diet concentrations, added as contaminated sediment",TOX-Non-Repro-Sublethal - cellular/biochemical effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,4.6(0.66) ppm @ 103 ug/g Pb; 9.3(0.82) ppm @ 207 ug/g Pb; 12(1.3) ppm @ 414 ug/g Pb; 28(4.6) ppm @ 828 ug/g Pb,mean(SE) wet wt concentrations of lead in liver,,Male,Adult,,10/ Pb treatment; 20/control treatment,"0, 1.5 (sediment control), 103, 207, 414, 828 ug/g calculated diet concentrations, added as contaminated sediment",TOX-EXP IND - accumulation,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,no effect,body weight versus controls,,Male,Adult,,10/ Pb treatment; 5/control treatment,"0, 8.7 (sediment control), 642, 1284 ug/g diet, added as contaminated sediment",TOX-Non-Repro-Sublethal - whole animal,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,reduced @ 624 and 1284 ug/g,delta aminolevulinic acid dehydratase activity and hemoglobin concentrations,,Male,Adult,,10/ Pb treatment; 5/control treatment,"0, 8.7 (sediment control), 642, 1284 ug/g diet, added as contaminated sediment",TOX-Non-Repro-Sublethal - cellular/biochemical effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,increased @ 642 and 1284 ug/g,protoporphyrin versus controls,,Male,Adult,,10/ Pb treatment; 5/control treatment,"0, 8.7 (sediment control), 642, 1284 ug/g diet, added as contaminated sediment",TOX-Non-Repro-Sublethal - cellular/biochemical effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,reduced @ 1284 ug/g,hematocrit versus controls,,Male,Adult,,10/ Pb treatment; 5/control treatment,"0, 8.7 (sediment control), 642, 1284 ug/g diet, added as contaminated sediment",TOX-Non-Repro-Sublethal - cellular/biochemical effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,increased @ 642 and 1284 ug/g,occurrence of renal tubular nuclear inclusion bodies versus controls,,Male,Adult,,10/ Pb treatment; 5/control treatment,"0, 8.7 (sediment control), 642, 1284 ug/g diet, added as contaminated sediment",TOX-Non-Repro-Sublethal - organ/system effects,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,3.0(0.30) ppm @ 642 ug/g Pb; 6.8(0.84) ppm @ 1284 ug/g Pb,mean (SE) wet wt Pb concentrations in blood,,Male,Adult,,10/ Pb treatment; 5/control treatment,"0, 8.7 (sediment control), 642, 1284 ug/g diet, added as contaminated sediment",TOX-EXP IND - accumulation,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,9.1(0.61) ppm @ 642 ug/g Pb; 16(1.5) ppm @ 1284 ug/g Pb,mean (SE) wet wt Pb concentrations in liver,,Male,Adult,,10/ Pb treatment; 5/control treatment,"0, 8.7 (sediment control), 642, 1284 ug/g diet, added as contaminated sediment",TOX-EXP IND - accumulation,10 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,"reduced @ 869 ug/g, corn diet",body weight compared to corn diet controls,,Male,Adult,,5/ Pb treatment;3/control treatments,"0, 3.0 (sediment control, complete diet), 3.7 (sediment control, corn diet), 954 (complete diet), 869 (corn diet) ug/g diet, added as contaminated sediment",TOX-Non-Repro-Sublethal - whole animal,15 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,"reduced @ 869 ug/g, corn diet",hemoglobin concentration versus corn diet controls,,Male,Adult,,5/ Pb treatment;3/control treatments,"0, 3.0 (sediment control, complete diet), 3.7 (sediment control, corn diet), 954 (complete diet), 869 (corn diet) ug/g diet, added as contaminated sediment",TOX-Non-Repro-Sublethal - cellular/biochemical effects,15 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,increased @ 869 and 954 ug/g,protoporphyrin versus corn or complete diet controls,,Male,Adult,,5/ Pb treatment;3/control treatments,"0, 3.0 (sediment control, complete diet), 3.7 (sediment control, corn diet), 954 (complete diet), 869 (corn diet) ug/g diet, added as contaminated sediment",TOX-Non-Repro-Sublethal - cellular/biochemical effects,15 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,reduced @ 869 and 954 ug/g,delta aminolevulinic acid dehydratase activity versus corn or complete diet controls,,Male,Adult,,5/ Pb treatment;3/control treatments,"0, 3.0 (sediment control, complete diet), 3.7 (sediment control, corn diet), 954 (complete diet), 869 (corn diet) ug/g diet, added as contaminated sediment",TOX-Non-Repro-Sublethal - cellular/biochemical effects,15 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,"increased @ 869 ug/g, corn diet",mortality versus corn diet controls,,Male,Adult,,5/ Pb treatment;3/control treatments,"0, 3.0 (sediment control, complete diet), 3.7 (sediment control, corn diet), 954 (complete diet), 869 (corn diet) ug/g diet, added as contaminated sediment",TOX-MORT - dose-response data,15 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,increased @ 869 and 954 ug/g,incidence of renal tubular intranuclear inclusion bodies versus corn or complete diet controls,,Male,Adult,,5/ Pb treatment;3/control treatments,"0, 3.0 (sediment control, complete diet), 3.7 (sediment control, corn diet), 954 (complete diet), 869 (corn diet) ug/g diet, added as contaminated sediment",TOX-Non-Repro-Sublethal - organ/system effects,15 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,"4.1(1.03) ppm in blood, 13(1.2) ppm in liver @ 954 ug/g, complete diet; 4.0(0.58) ppm in blood, 38(6.5) ppm in liver @ 869 ug/g, corn diet",mean (SE) wet wt Pb concentrations in blood and liver,,Male,Adult,,5/ Pb treatment;3/control treatments,"0, 3.0 (sediment control, complete diet), 3.7 (sediment control, corn diet), 954 (complete diet), 869 (corn diet) ug/g diet, added as contaminated sediment",TOX-EXP IND - accumulation,15 wks,diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),"higher in P8 than in T19 and TF, and in T19 than in TF",maximum likelihood estimate of 2-week Pb exposure rate,,Both Male and Female,Both Adults and Juveniles,"Sacramento National Wildlife Refuge; Willows, CA (39deg29'N, 122deg20'W)",50 birds/treatment,"15750 (TF enclosure) , 173200 (T19 enclosure),  or 2299700 (P8 enclosure) lead pellets/ha",TOX-EXP IND - accumulation,4 mos,habitat contamination,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),"higher in P8 than in T19 and TF, and in T19 than in TF",mortality rate (over 4 years),,Both Male and Female,Both Adults and Juveniles,"Sacramento National Wildlife Refuge; Willows, CA (39deg29'N, 122deg20'W)",50 birds/treatment,"15750 (TF enclosure) , 173200 (T19 enclosure), or 2299700 (P8 enclosure) lead pellets/ha",TOX-MORT - mortality in the field,4 mos,habitat contamination,Toxicity Factor Datasets
Anas platyrhynchos,LEAD COMPOUNDS,Equation: fecal Pb conc./fecal acid insoluble ash content = 61 + (1.06 x sediment Pb conc.),relation between waterfowl fecal lead concentration (dry wt) and sediment lead concentration (dry wt),,Not Reported,Not Reported,Coeur d'Alene and St. Joe River Basins,521 fecal analyses at 11 wetlands (at least 20 per wetland),"0-5,000 mg/kg in sediments",TOX-EXP IND - accumulation,NR,contaminated sediment ingestion,Toxicity Factor Datasets
Anas platyrhynchos,"LEAD (elemental), STEEL COMPOUNDS, TUNGSTEN COMPOUNDS",increased for lead shot,mortality rate versus all other groups,,Both Male and Female,Adult,,16/treatment,"control, steel (eight #4 pellets), lead (eight #4 pellets), tungsten-iron (eight BB size pellets), tungsten-polymer (eight BB size pellets); See paper for data on shot recovery and erosion in dosed ducks.",TOX-MORT - dose-response data,single exposure; 30 d observation,oral,Toxicity Factor Datasets
Anas platyrhynchos,"LEAD (elemental), STEEL COMPOUNDS, TUNGSTEN COMPOUNDS",increased for lead shot,incidence of clinical signs versus other groups,,Both Male and Female,Adult,,16/treatment,"control, steel (eight #4 pellets), lead (eight #4 pellets), tungsten-iron (eight BB size pellets), tungsten-polymer (eight BB size pellets); See paper for data on shot recovery and erosion in dosed ducks.",TOX-Non-Repro-Sublethal - whole animal,single exposure; 30 d observation,oral,Toxicity Factor Datasets
Anas platyrhynchos,"LEAD (elemental), STEEL COMPOUNDS, TUNGSTEN COMPOUNDS",reduced for lead shot,body weight versus all other groups,,Both Male and Female,Adult,,16/treatment,"control, steel (eight #4 pellets), lead (eight #4 pellets), tungsten-iron (eight BB size pellets), tungsten-polymer (eight BB size pellets); See paper for data on shot recovery and erosion in dosed ducks.",TOX-Non-Repro-Sublethal - whole animal,single exposure; 30 d observation,oral,Toxicity Factor Datasets
Anas platyrhynchos,"LEAD (elemental), STEEL COMPOUNDS, TUNGSTEN COMPOUNDS",reduced for lead shot,hematocrit and hemoglobin concentrations versus all other groups,,Both Male and Female,Adult,,16/treatment,"control, steel (eight #4 pellets), lead (eight #4 pellets), tungsten-iron (eight BB size pellets), tungsten-polymer (eight BB size pellets); See paper for data on shot recovery and erosion in dosed ducks.",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single exposure; 30 d observation,oral,Toxicity Factor Datasets
Anas platyrhynchos,"LEAD (elemental), STEEL COMPOUNDS, TUNGSTEN COMPOUNDS",increased for lead shot,"plasma activities of alanine aminotransferase, creatine phosphokinase, aspartate aminotransferase, lactate dehydrogenase versus control group",,Both Male and Female,Adult,,16/treatment,"control, steel (eight #4 pellets), lead (eight #4 pellets), tungsten-iron (eight BB size pellets), tungsten-polymer (eight BB size pellets); See paper for data on shot recovery and erosion in dosed ducks.",TOX-Non-Repro-Sublethal - cellular/biochemical effects,single exposure; 30 d observation,oral,Toxicity Factor Datasets
Anas platyrhynchos,"LEAD (elemental), STEEL COMPOUNDS, TUNGSTEN COMPOUNDS",increased for lead shot,relative kidney weights versus controls,,Both Male and Female,Adult,,16/treatment,"control, steel (eight #4 pellets), lead (eight #4 pellets), tungsten-iron (eight BB size pellets), tungsten-polymer (eight BB size pellets); See paper for data on shot recovery and erosion in dosed ducks.",TOX-Non-Repro-Sublethal - organ/system effects,single exposure; 30 d observation,oral,Toxicity Factor Datasets
Anas platyrhynchos,"LEAD (elemental), STEEL COMPOUNDS, TUNGSTEN COMPOUNDS","increased for lead shot, steel and tungsten-iron groups",iron concentrations in femur and liver versus controls,,Both Male and Female,Adult,,16/treatment,"control, steel (eight #4 pellets), lead (eight #4 pellets), tungsten-iron (eight BB size pellets), tungsten-polymer (eight BB size pellets); See paper for data on shot recovery and erosion in dosed ducks.",TOX-Non-Repro-Sublethal - organ/system effects,single exposure; 30 d observation,oral,Toxicity Factor Datasets
Anas platyrhynchos,"LEAD (elemental), STEEL COMPOUNDS, TUNGSTEN COMPOUNDS","increased for lead, steel shot",renal concentrations of iron versus controls,,Both Male and Female,Adult,,16/treatment,"control, steel (eight #4 pellets), lead (eight #4 pellets), tungsten-iron (eight BB size pellets), tungsten-polymer (eight BB size pellets); See paper for data on shot recovery and erosion in dosed ducks.",TOX-Non-Repro-Sublethal - organ/system effects,single exposure; 30 d observation,oral,Toxicity Factor Datasets
Anas platyrhynchos,"LEAD (elemental), STEEL COMPOUNDS, TUNGSTEN COMPOUNDS","250.6(39.0) ppm in femur, 78.3(9.7) ppm in liver, 256.3(22.2) in kidneys",mean(SE) dry wt lead concentrations in tissues of lead-dosed birds,,Both Male and Female,Adult,,16/treatment,"control, steel (eight #4 pellets), lead (eight #4 pellets), tungsten-iron (eight BB size pellets), tungsten-polymer (eight BB size pellets); See paper for data on shot recovery and erosion in dosed ducks.",TOX-EXP IND - accumulation,single exposure; 30 d observation,oral,Toxicity Factor Datasets
Anas platyrhynchos,"SELENIUM COMPOUNDS, SELENOMETHIONINE",reduced with selenized yeast,body weight of 6 day old ducklings versus controls,,Both Male and Female,Both Adults and Juveniles,,"15 pairs/treatment group, 10 pairs/control group","0, 10.3 ppm Se as seleno-L-methionine, 9.3 ppm Se as seleno-D,L-methionine, and 10.9 ppm Se as selenized yeast",TOX-REPRO - development,through reproduction until 6 days of age in ducklings,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENIUM COMPOUNDS, SELENOMETHIONINE","increased with seleno-D,L-methionine, seleno-L-methionine, or selenized yeast",incidence of embryo deformities versus controls,,Both Male and Female,Both Adults and Juveniles,,"15 pairs/treatment group, 10 pairs/control group","0, 10.3 ppm Se as seleno-L-methionine, 9.3 ppm Se as seleno-D,L-methionine, and 10.9 ppm Se as selenized yeast",TOX-REPRO - development,through reproduction until 6 days of age in ducklings,diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENIUM COMPOUNDS, SELENOMETHIONINE","9.2(0.52) ppm with seleno-D,L-methionine; 8.9(0.35) ppm with seleno-L-methionine; 6.6(0.37) ppm with selenized yeast",mean(SE) wet wt concentrations of selenium in 8th egg laid,,Female,Adult,,"15 pairs/treatment group, 10 pairs/control group","0, 10.3 ppm Se as seleno-L-methionine, 9.3 ppm Se as seleno-D,L-methionine, and 10.9 ppm Se as selenized yeast",TOX-EXP IND - accumulation,through reproduction until 6 days of age in ducklings,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE",no effect,body weight versus controls,,Both Male and Female,Adult,,12/group,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-Non-Repro-Sublethal - whole animal,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE",increased @ 10 ppm Hg,incidence of leg weakness versus controls,,Male,Adult,,12/group,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-Non-Repro-Sublethal - whole animal,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE","decreased @ 10 ppm Hg, 10 ppm Hg + 10 ppm Se",hatchability versus controls,,Both Male and Female,Both Adults and Juveniles,,12/group,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-REPRO - reproductive success,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE",no effect,"egg laying interval, egg weight, egg shell thickness, fertility, duckling survival, hatchling body weights versus controls",,Both Male and Female,Both Adults and Juveniles,,12/group,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-REPRO - reproductive success,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE","reduced @ 10 ppm Se, 10 ppm Hg + 10 ppm Se",weight of 7 day old ducklings versus controls,,Both Male and Female,Both Adults and Juveniles,,12/group,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-REPRO - development,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE","increased @ 10 ppm Se, 10 ppm Hg, 10 ppm Hg + 10 ppm Se",incidence of deformities in embryos that died (1 wk or older) versus controls,,Both Male and Female,Both Adults and Juveniles,,12/group,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-REPRO - development,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE","7.6(0.26) ppm, egg, 6.0(0.31) ppm, fem. liver, 9.6(0.95) ppm, male liver @ 10 ppm Se; 9.3(0.85) ppm, egg, 9.2(1.61) ppm, female liver, 114(25.3) ppm, male liver @ 10 ppm Se + 10 ppm Hg",mean(SE) wet wt concentration of Se in egg and liver of treated birds,,Both Male and Female,Adult,,12/group,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-EXP IND - accumulation,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE","16(0.8) ppm, egg, 22(1.5) ppm, fem. liver, 71(8.9) ppm, male liver @ 10 ppm Hg; 17(0.6) ppm, egg, 21(4.3) ppm, female liver, 65(4.1) ppm, male liver @ 10 ppm Se + 10 ppm Hg",mean(SE) wet wt concentration of Hg in egg and liver of treated birds,,Both Male and Female,Adult,,12/group,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-EXP IND - accumulation,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE","reduced @ 10 ppm Se, 10 ppm Se + 10 ppm Hg",hematocrit and hemoglobin values versus controls,,Male,Adult,,12/treatment,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE",increased @ 10 ppm Hg + 10 ppm Se,plasma glucose concentrations versus controls,,Male,Adult,,12/treatment,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE","decreased @ 10 ppm Se, 10 ppm Hg, 10 ppm Hg + 10 ppm Se",plasma phosphorus concentrations versus controls,,Male,Adult,,12/treatment,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE",decreased @ 10 ppm Hg,glutathione peroxidase activity (plasma and liver) and glucose-6-phosphate dehydrogenase (liver and brain) versus controls,,Male,Adult,,12/treatment,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE",increased @ 10 ppm Se,hepatic GSSG reductase activity versus controls,,Male,Adult,,12/treatment,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE",increased @ 10 ppm Hg,oxidized glutathione (GSSG) level versus controls,,Male,Adult,,12/treatment,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE","reduced @ 10 ppm Hg, 10 ppm Hg + 10 ppm Se",protein-bound sulfhydryl in liver versus controls,,Male,Adult,,12/treatment,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE","increased @ 10 ppm Hg, 10 ppm Se, 10 ppm Hg + 10 ppm Se",thiobarbituric acid-reactive substances in brain versus controls,,Male,Adult,,12/treatment,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE",3.4(0.22) ppm @ 10 ppm Se; 5.2(0.44) ppm @ 10 ppm Hg + 10 ppm Se,mean (SE) wet wt Se concentrations in brain,,Male,Adult,,12/treatment,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-EXP IND - accumulation,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE",17.9(1.06) ppm @ 10 ppm Hg; 14.1(0.74) ppm @ 10 ppm Hg + 10 ppm Se,mean (SE) wet wt Hg concentrations in brain,,Male,Adult,,12/treatment,"0, 10 ppm Hg, 10 ppm Se, 10 ppm Hg plus 10 ppm Se in diet",TOX-EXP IND - accumulation,April 1-June 16,diet,Toxicity Factor Datasets
Anas platyrhynchos,"BISMUTH COMPOUNDS, IRON COMPOUNDS",no effect,mortality versus controls,,Both Male and Female,Adult,,"20 males, 20 females per group","0, six #4 iron or bismuth shot; see paper for retention and dissolution of shot in gizzards of treated birds",TOX-MORT - dose-response data,30 d,oral gavage,Toxicity Factor Datasets
